episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
3,11,1,2,3,-1,1,2,0
3,12,1,2,0,-1,1,1,0
3,13,1,1,3,-1,1,1,0
3,14,1,1,1,-1,1,2,0
3,15,1,2,2,-1,0,2,0
3,16,0,2,1,-1,0,2,0
3,17,0,2,2,-1,0,2,0
3,18,0,2,0,-1,0,1,0
3,19,0,1,1,-1,0,2,0
4,0,0,1,2,-1,0,1,0
4,1,0,1,3,-1,1,1,0
4,2,1,1,2,-1,0,1,0
4,3,0,1,0,-1,0,0,0
4,4,0,0,0,-1,0,0,0
4,5,0,0,1,-1,0,1,0
4,6,0,1,2,-1,0,1,0
4,7,0,1,1,-1,0,2,0
4,8,0,2,0,-1,0,1,0
4,9,0,1,0,-1,0,0,0
4,10,0,0,2,-1,0,0,0
4,11,0,0,3,-1,1,0,0
4,12,1,0,3,-1,2,0,0
4,13,2,0,3,-1,3,0,0
4,14,3,0,0,-1,3,0,0
4,15,3,0,1,-1,3,1,0
4,16,3,1,0,-1,3,0,0
4,17,3,0,0,-1,3,0,0
4,18,3,0,1,-1,3,1,0
4,19,3,1,1,-1,3,2,0
5,0,0,1,3,-1,1,1,0
5,1,1,1,0,-1,1,0,0
5,2,1,0,2,-1,0,0,0
5,3,0,0,0,-1,0,0,0
5,4,0,0,2,-1,0,0,0
5,5,0,0,3,-1,1,0,0
5,6,1,0,1,-1,1,1,0
5,7,1,1,3,-1,1,1,0
5,8,1,1,1,-1,1,2,0
5,9,1,2,1,-1,1,2,0
5,10,1,2,3,-1,1,2,0
5,11,1,2,0,-1,1,1,0
5,12,1,1,2,-1,0,1,0
5,13,0,1,0,-1,0,0,0
5,14,0,0,1,-1,0,1,0
5,15,0,1,1,-1,0,2,0
5,16,0,2,3,-1,1,2,0
5,17,1,2,2,-1,0,2,0
5,18,0,2,1,-1,0,2,0
5,19,0,2,1,-1,0,2,0
6,0,0,1,1,-1,0,2,0
6,1,0,2,2,-1,0,2,0
6,2,0,2,3,-1,1,2,0
6,3,1,2,1,-1,1,2,0
6,4,1,2,3,-1,1,2,0
6,5,1,2,2,-1,0,2,0
6,6,0,2,2,-1,0,2,0
6,7,0,2,0,-1,0,1,0
6,8,0,1,2,-1,0,1,0
6,9,0,1,3,-1,1,1,0
6,10,1,1,0,-1,1,0,0
6,11,1,0,0,-1,1,0,0
6,12,1,0,3,-1,2,0,0
6,13,2,0,3,-1,3,0,0
6,14,3,0,3,-1,4,0,0
6,15,4,0,1,-1,4,1,0
6,16,4,1,0,-1,4,0,0
6,17,4,0,2,-1,3,0,0
6,18,3,0,1,-1,3,1,0
6,19,3,1,2,-1,3,1,0
7,0,0,1,1,-1,0,2,0
7,1,0,2,2,-1,0,2,0
7,2,0,2,1,-1,0,2,0
7,3,0,2,3,-1,1,2,0
7,4,1,2,0,-1,1,1,0
7,5,1,1,1,-1,1,2,0
7,6,1,2,1,-1,1,2,0
7,7,1,2,3,-1,1,2,0
7,8,1,2,2,-1,0,2,0
7,9,0,2,0,-1,0,1,0
7,10,0,1,0,-1,0,0,0
7,11,0,0,3,-1,1,0,0
7,12,1,0,0,-1,1,0,0
7,13,1,0,3,-1,2,0,0
7,14,2,0,0,-1,2,0,0
7,15,2,0,0,-1,2,0,0
7,16,2,0,1,-1,2,0,0
7,17,2,0,3,-1,3,0,0
7,18,3,0,3,-1,4,0,0
7,19,4,0,3,-1,4,0,0
8,0,0,1,3,-1,1,1,0
8,1,1,1,3,-1,1,1,0
8,2,1,1,0,-1,1,0,0
8,3,1,0,3,-1,2,0,0
8,4,2,0,2,-1,1,0,0
8,5,1,0,2,-1,0,0,0
8,6,0,0,0,-1,0,0,0
8,7,0,0,2,-1,0,0,0
8,8,0,0,1,-1,0,1,0
8,9,0,1,2,-1,0,1,0
8,10,0,1,0,-1,0,0,0
8,11,0,0,3,-1,1,0,0
8,12,1,0,1,-1,1,1,0
8,13,1,1,2,-1,0,1,0
8,14,0,1,3,-1,1,1,0
8,15,1,1,0,-1,1,0,0
8,16,1,0,3,-1,2,0,0
8,17,2,0,3,-1,3,0,0
8,18,3,0,2,-1,2,0,0
8,19,2,0,3,-1,3,0,0
9,0,0,1,1,-1,0,2,0
9,1,0,2,3,-1,1,2,0
9,2,1,2,0,-1,1,1,0
9,3,1,1,3,-1,1,1,0
9,4,1,1,1,-1,1,2,0
9,5,1,2,1,-1,1,2,0
9,6,1,2,3,-1,1,2,0
9,7,1,2,2,-1,0,2,0
9,8,0,2,1,-1,0,2,0
9,9,0,2,2,-1,0,2,0
9,10,0,2,0,-1,0,1,0
9,11,0,1,0,-1,0,0,0
9,12,0,0,0,-1,0,0,0
9,13,0,0,2,-1,0,0,0
9,14,0,0,3,-1,1,0,0
9,15,1,0,3,-1,2,0,0
9,16,2,0,1,-1,2,0,0
9,17,2,0,0,-1,2,0,0
9,18,2,0,3,-1,3,0,0
9,19,3,0,1,-1,3,1,0
10,0,0,1,2,-1,0,1,0
10,1,0,1,3,-1,1,1,0
10,2,1,1,0,-1,1,0,0
10,3,1,0,0,-1,1,0,0
10,4,1,0,3,-1,2,0,0
10,5,2,0,3,-1,3,0,0
10,6,3,0,3,-1,4,0,0
10,7,4,0,1,-1,4,1,0
10,8,4,1,1,0,4,2,1
11,0,0,1,1,-1,0,2,0
11,1,0,2,3,-1,1,2,0
11,2,1,2,0,-1,1,1,0
11,3,1,1,2,-1,0,1,0
11,4,0,1,0,-1,0,0,0
11,5,0,0,1,-1,0,1,0
11,6,0,1,3,-1,1,1,0
11,7,1,1,3,-1,1,1,0
11,8,1,1,0,-1,1,0,0
11,9,1,0,0,-1,1,0,0
11,10,1,0,2,-1,0,0,0
11,11,0,0,3,-1,1,0,0
11,12,1,0,1,-1,1,1,0
11,13,1,1,2,-1,0,1,0
11,14,0,1,2,-1,0,1,0
11,15,0,1,0,-1,0,0,0
11,16,0,0,0,-1,0,0,0
11,17,0,0,2,-1,0,0,0
11,18,0,0,3,-1,1,0,0
11,19,1,0,3,-1,2,0,0
12,0,0,1,1,-1,0,2,0
12,1,0,2,1,-1,0,2,0
12,2,0,2,2,-1,0,2,0
12,3,0,2,0,-1,0,1,0
12,4,0,1,1,-1,0,2,0
12,5,0,2,3,-1,1,2,0
12,6,1,2,1,-1,1,2,0
12,7,1,2,2,-1,0,2,0
12,8,0,2,1,-1,0,2,0
12,9,0,2,2,-1,0,2,0
12,10,0,2,3,-1,1,2,0
12,11,1,2,0,-1,1,1,0
12,12,1,1,1,-1,1,2,0
12,13,1,2,2,-1,0,2,0
12,14,0,2,0,-1,0,1,0
12,15,0,1,3,-1,1,1,0
12,16,1,1,0,-1,1,0,0
12,17,1,0,3,-1,2,0,0
12,18,2,0,3,-1,3,0,0
12,19,3,0,1,-1,3,1,0
13,0,0,1,0,-1,0,0,0
13,1,0,0,3,-1,1,0,0
13,2,1,0,3,-1,2,0,0
13,3,2,0,3,-1,3,0,0
13,4,3,0,1,-1,3,1,0
13,5,3,1,3,-1,4,1,0
13,6,4,1,1,0,4,2,1
14,0,0,1,3,-1,1,1,0
14,1,1,1,0,-1,1,0,0
14,2,1,0,3,-1,2,0,0
14,3,2,0,3,-1,3,0,0
14,4,3,0,1,-1,3,1,0
14,5,3,1,1,-1,3,2,0
14,6,3,2,0,-1,3,1,0
14,7,3,1,2,-1,3,1,0
14,8,3,1,3,-1,4,1,0
14,9,4,1,1,0,4,2,1
15,0,0,1,2,-1,0,1,0
15,1,0,1,0,-1,0,0,0
15,2,0,0,0,-1,0,0,0
15,3,0,0,2,-1,0,0,0
15,4,0,0,3,-1,1,0,0
15,5,1,0,3,-1,2,0,0
15,6,2,0,3,-1,3,0,0
15,7,3,0,0,-1,3,0,0
15,8,3,0,3,-1,4,0,0
15,9,4,0,3,-1,4,0,0
15,10,4,0,0,-1,4,0,0
15,11,4,0,1,-1,4,1,0
15,12,4,1,1,0,4,2,1
16,0,0,1,3,-1,1,1,0
16,1,1,1,3,-1,1,1,0
16,2,1,1,0,-1,1,0,0
16,3,1,0,2,-1,0,0,0
16,4,0,0,1,-1,0,1,0
16,5,0,1,1,-1,0,2,0
16,6,0,2,3,-1,1,2,0
16,7,1,2,0,-1,1,1,0
16,8,1,1,0,-1,1,0,0
16,9,1,0,3,-1,2,0,0
16,10,2,0,3,-1,3,0,0
16,11,3,0,1,-1,3,1,0
16,12,3,1,0,-1,3,0,0
16,13,3,0,3,-1,4,0,0
16,14,4,0,2,-1,3,0,0
16,15,3,0,1,-1,3,1,0
16,16,3,1,1,-1,3,2,0
16,17,3,2,1,-1,3,2,0
16,18,3,2,2,-1,3,2,0
16,19,3,2,3,0,4,2,1
17,0,0,1,0,-1,0,0,0
17,1,0,0,3,-1,1,0,0
17,2,1,0,3,-1,2,0,0
17,3,2,0,1,-1,2,0,0
17,4,2,0,3,-1,3,0,0
17,5,3,0,0,-1,3,0,0
17,6,3,0,3,-1,4,0,0
17,7,4,0,1,-1,4,1,0
17,8,4,1,1,0,4,2,1
18,0,0,1,3,-1,1,1,0
18,1,1,1,1,-1,1,2,0
18,2,1,2,3,-1,1,2,0
18,3,1,2,1,-1,1,2,0
18,4,1,2,3,-1,1,2,0
18,5,1,2,1,-1,1,2,0
18,6,1,2,0,-1,1,1,0
18,7,1,1,0,-1,1,0,0
18,8,1,0,3,-1,2,0,0
18,9,2,0,3,-1,3,0,0
18,10,3,0,0,-1,3,0,0
18,11,3,0,3,-1,4,0,0
18,12,4,0,1,-1,4,1,0
18,13,4,1,1,0,4,2,1
19,0,0,1,2,-1,0,1,0
19,1,0,1,0,-1,0,0,0
19,2,0,0,3,-1,1,0,0
19,3,1,0,2,-1,0,0,0
19,4,0,0,3,-1,1,0,0
19,5,1,0,3,-1,2,0,0
19,6,2,0,2,-1,1,0,0
19,7,1,0,3,-1,2,0,0
19,8,2,0,0,-1,2,0,0
19,9,2,0,3,-1,3,0,0
19,10,3,0,1,-1,3,1,0
19,11,3,1,3,-1,4,1,0
19,12,4,1,1,0,4,2,1
20,0,0,1,3,-1,1,1,0
20,1,1,1,0,-1,1,0,0
20,2,1,0,0,-1,1,0,0
20,3,1,0,3,-1,2,0,0
20,4,2,0,1,-1,2,0,0
20,5,2,0,0,-1,2,0,0
20,6,2,0,3,-1,3,0,0
20,7,3,0,2,-1,2,0,0
20,8,2,0,3,-1,3,0,0
20,9,3,0,0,-1,3,0,0
20,10,3,0,1,-1,3,1,0
20,11,3,1,1,-1,3,2,0
20,12,3,2,3,0,4,2,1
21,0,0,1,0,-1,0,0,0
21,1,0,0,0,-1,0,0,0
21,2,0,0,2,-1,0,0,0
21,3,0,0,3,-1,1,0,0
21,4,1,0,3,-1,2,0,0
21,5,2,0,3,-1,3,0,0
21,6,3,0,1,-1,3,1,0
21,7,3,1,3,-1,4,1,0
21,8,4,1,1,0,4,2,1
22,0,0,1,1,-1,0,2,0
22,1,0,2,1,-1,0,2,0
22,2,0,2,3,-1,1,2,0
22,3,1,2,3,-1,1,2,0
22,4,1,2,1,-1,1,2,0
22,5,1,2,2,-1,0,2,0
22,6,0,2,2,-1,0,2,0
22,7,0,2,1,-1,0,2,0
22,8,0,2,0,-1,0,1,0
22,9,0,1,3,-1,1,1,0
22,10,1,1,1,-1,1,2,0
22,11,1,2,0,-1,1,1,0
22,12,1,1,3,-1,1,1,0
22,13,1,1,0,-1,1,0,0
22,14,1,0,0,-1,1,0,0
22,15,1,0,1,-1,1,1,0
22,16,1,1,2,-1,0,1,0
22,17,0,1,0,-1,0,0,0
22,18,0,0,3,-1,1,0,0
22,19,1,0,3,-1,2,0,0
23,0,0,1,3,-1,1,1,0
23,1,1,1,0,-1,1,0,0
23,2,1,0,3,-1,2,0,0
23,3,2,0,3,-1,3,0,0
23,4,3,0,1,-1,3,1,0
23,5,3,1,1,-1,3,2,0
23,6,3,2,3,0,4,2,1
24,0,0,1,1,-1,0,2,0
24,1,0,2,2,-1,0,2,0
24,2,0,2,3,-1,1,2,0
24,3,1,2,0,-1,1,1,0
24,4,1,1,3,-1,1,1,0
24,5,1,1,0,-1,1,0,0
24,6,1,0,3,-1,2,0,0
24,7,2,0,3,-1,3,0,0
24,8,3,0,3,-1,4,0,0
24,9,4,0,1,-1,4,1,0
24,10,4,1,1,0,4,2,1
25,0,0,1,2,-1,0,1,0
25,1,0,1,0,-1,0,0,0
25,2,0,0,3,-1,1,0,0
25,3,1,0,3,-1,2,0,0
25,4,2,0,0,-1,2,0,0
25,5,2,0,3,-1,3,0,0
25,6,3,0,1,-1,3,1,0
25,7,3,1,3,-1,4,1,0
25,8,4,1,1,0,4,2,1
26,0,0,1,3,-1,1,1,0
26,1,1,1,0,-1,1,0,0
26,2,1,0,3,-1,2,0,0
26,3,2,0,3,-1,3,0,0
26,4,3,0,3,-1,4,0,0
26,5,4,0,1,-1,4,1,0
26,6,4,1,1,0,4,2,1
27,0,0,1,2,-1,0,1,0
27,1,0,1,0,-1,0,0,0
27,2,0,0,1,-1,0,1,0
27,3,0,1,3,-1,1,1,0
27,4,1,1,0,-1,1,0,0
27,5,1,0,3,-1,2,0,0
27,6,2,0,3,-1,3,0,0
27,7,3,0,1,-1,3,1,0
27,8,3,1,1,-1,3,2,0
27,9,3,2,3,0,4,2,1
28,0,0,1,0,-1,0,0,0
28,1,0,0,0,-1,0,0,0
28,2,0,0,2,-1,0,0,0
28,3,0,0,3,-1,1,0,0
28,4,1,0,3,-1,2,0,0
28,5,2,0,3,-1,3,0,0
28,6,3,0,1,-1,3,1,0
28,7,3,1,3,-1,4,1,0
28,8,4,1,1,0,4,2,1
29,0,0,1,3,-1,1,1,0
29,1,1,1,0,-1,1,0,0
29,2,1,0,3,-1,2,0,0
29,3,2,0,3,-1,3,0,0
29,4,3,0,3,-1,4,0,0
29,5,4,0,1,-1,4,1,0
29,6,4,1,1,0,4,2,1
30,0,0,1,0,-1,0,0,0
30,1,0,0,3,-1,1,0,0
30,2,1,0,3,-1,2,0,0
30,3,2,0,3,-1,3,0,0
30,4,3,0,1,-1,3,1,0
30,5,3,1,1,-1,3,2,0
30,6,3,2,3,0,4,2,1
31,0,0,1,1,-1,0,2,0
31,1,0,2,1,-1,0,2,0
31,2,0,2,0,-1,0,1,0
31,3,0,1,0,-1,0,0,0
31,4,0,0,3,-1,1,0,0
31,5,1,0,3,-1,2,0,0
31,6,2,0,3,-1,3,0,0
31,7,3,0,3,-1,4,0,0
31,8,4,0,1,-1,4,1,0
31,9,4,1,1,0,4,2,1
32,0,0,1,3,-1,1,1,0
32,1,1,1,1,-1,1,2,0
32,2,1,2,2,-1,0,2,0
32,3,0,2,3,-1,1,2,0
32,4,1,2,3,-1,1,2,0
32,5,1,2,0,-1,1,1,0
32,6,1,1,0,-1,1,0,0
32,7,1,0,3,-1,2,0,0
32,8,2,0,3,-1,3,0,0
32,9,3,0,1,-1,3,1,0
32,10,3,1,3,-1,4,1,0
32,11,4,1,1,0,4,2,1
33,0,0,1,0,-1,0,0,0
33,1,0,0,3,-1,1,0,0
33,2,1,0,3,-1,2,0,0
33,3,2,0,3,-1,3,0,0
33,4,3,0,1,-1,3,1,0
33,5,3,1,1,-1,3,2,0
33,6,3,2,3,0,4,2,1
34,0,0,1,2,-1,0,1,0
34,1,0,1,3,-1,1,1,0
34,2,1,1,0,-1,1,0,0
34,3,1,0,3,-1,2,0,0
34,4,2,0,3,-1,3,0,0
34,5,3,0,3,-1,4,0,0
34,6,4,0,3,-1,4,0,0
34,7,4,0,1,-1,4,1,0
34,8,4,1,1,0,4,2,1
35,0,0,1,1,-1,0,2,0
35,1,0,2,2,-1,0,2,0
35,2,0,2,1,-1,0,2,0
35,3,0,2,3,-1,1,2,0
35,4,1,2,1,-1,1,2,0
35,5,1,2,0,-1,1,1,0
35,6,1,1,0,-1,1,0,0
35,7,1,0,3,-1,2,0,0
35,8,2,0,3,-1,3,0,0
35,9,3,0,1,-1,3,1,0
35,10,3,1,3,-1,4,1,0
35,11,4,1,1,0,4,2,1
36,0,0,1,2,-1,0,1,0
36,1,0,1,0,-1,0,0,0
36,2,0,0,3,-1,1,0,0
36,3,1,0,3,-1,2,0,0
36,4,2,0,3,-1,3,0,0
36,5,3,0,1,-1,3,1,0
36,6,3,1,1,-1,3,2,0
36,7,3,2,3,0,4,2,1
37,0,0,1,3,-1,1,1,0
37,1,1,1,0,-1,1,0,0
37,2,1,0,3,-1,2,0,0
37,3,2,0,3,-1,3,0,0
37,4,3,0,0,-1,3,0,0
37,5,3,0,3,-1,4,0,0
37,6,4,0,1,-1,4,1,0
37,7,4,1,1,0,4,2,1
38,0,0,1,0,-1,0,0,0
38,1,0,0,3,-1,1,0,0
38,2,1,0,3,-1,2,0,0
38,3,2,0,3,-1,3,0,0
38,4,3,0,1,-1,3,1,0
38,5,3,1,3,-1,4,1,0
38,6,4,1,1,0,4,2,1
39,0,0,1,3,-1,1,1,0
39,1,1,1,2,-1,0,1,0
39,2,0,1,0,-1,0,0,0
39,3,0,0,3,-1,1,0,0
39,4,1,0,3,-1,2,0,0
39,5,2,0,3,-1,3,0,0
39,6,3,0,1,-1,3,1,0
39,7,3,1,2,-1,3,1,0
39,8,3,1,1,-1,3,2,0
39,9,3,2,3,0,4,2,1
40,0,0,1,3,-1,1,1,0
40,1,1,1,3,-1,1,1,0
40,2,1,1,0,-1,1,0,0
40,3,1,0,0,-1,1,0,0
40,4,1,0,3,-1,2,0,0
40,5,2,0,3,-1,3,0,0
40,6,3,0,3,-1,4,0,0
40,7,4,0,1,-1,4,1,0
40,8,4,1,1,0,4,2,1
41,0,0,1,0,-1,0,0,0
41,1,0,0,3,-1,1,0,0
41,2,1,0,3,-1,2,0,0
41,3,2,0,1,-1,2,0,0
41,4,2,0,3,-1,3,0,0
41,5,3,0,1,-1,3,1,0
41,6,3,1,3,-1,4,1,0
41,7,4,1,1,0,4,2,1
42,0,0,1,2,-1,0,1,0
42,1,0,1,3,-1,1,1,0
42,2,1,1,0,-1,1,0,0
42,3,1,0,3,-1,2,0,0
42,4,2,0,3,-1,3,0,0
42,5,3,0,1,-1,3,1,0
42,6,3,1,1,-1,3,2,0
42,7,3,2,3,0,4,2,1
43,0,0,1,0,-1,0,0,0
43,1,0,0,3,-1,1,0,0
43,2,1,0,3,-1,2,0,0
43,3,2,0,3,-1,3,0,0
43,4,3,0,1,-1,3,1,0
43,5,3,1,3,-1,4,1,0
43,6,4,1,1,0,4,2,1
44,0,0,1,3,-1,1,1,0
44,1,1,1,0,-1,1,0,0
44,2,1,0,3,-1,2,0,0
44,3,2,0,3,-1,3,0,0
44,4,3,0,3,-1,4,0,0
44,5,4,0,1,-1,4,1,0
44,6,4,1,1,0,4,2,1
45,0,0,1,0,-1,0,0,0
45,1,0,0,3,-1,1,0,0
45,2,1,0,3,-1,2,0,0
45,3,2,0,3,-1,3,0,0
45,4,3,0,3,-1,4,0,0
45,5,4,0,2,-1,3,0,0
45,6,3,0,1,-1,3,1,0
45,7,3,1,1,-1,3,2,0
45,8,3,2,3,0,4,2,1
46,0,0,1,3,-1,1,1,0
46,1,1,1,0,-1,1,0,0
46,2,1,0,0,-1,1,0,0
46,3,1,0,3,-1,2,0,0
46,4,2,0,3,-1,3,0,0
46,5,3,0,1,-1,3,1,0
46,6,3,1,3,-1,4,1,0
46,7,4,1,1,0,4,2,1
47,0,0,1,0,-1,0,0,0
47,1,0,0,0,-1,0,0,0
47,2,0,0,2,-1,0,0,0
47,3,0,0,3,-1,1,0,0
47,4,1,0,3,-1,2,0,0
47,5,2,0,3,-1,3,0,0
47,6,3,0,3,-1,4,0,0
47,7,4,0,1,-1,4,1,0
47,8,4,1,1,0,4,2,1
48,0,0,1,3,-1,1,1,0
48,1,1,1,0,-1,1,0,0
48,2,1,0,3,-1,2,0,0
48,3,2,0,3,-1,3,0,0
48,4,3,0,1,-1,3,1,0
48,5,3,1,2,-1,3,1,0
48,6,3,1,1,-1,3,2,0
48,7,3,2,3,0,4,2,1
49,0,0,1,1,-1,0,2,0
49,1,0,2,3,-1,1,2,0
49,2,1,2,3,-1,1,2,0
49,3,1,2,2,-1,0,2,0
49,4,0,2,0,-1,0,1,0
49,5,0,1,0,-1,0,0,0
49,6,0,0,3,-1,1,0,0
49,7,1,0,3,-1,2,0,0
49,8,2,0,3,-1,3,0,0
49,9,3,0,3,-1,4,0,0
49,10,4,0,1,-1,4,1,0
49,11,4,1,3,-1,4,1,0
49,12,4,1,1,0,4,2,1
50,0,0,1,0,-1,0,0,0
50,1,0,0,3,-1,1,0,0
50,2,1,0,3,-1,2,0,0
50,3,2,0,3,-1,3,0,0
50,4,3,0,1,-1,3,1,0
50,5,3,1,3,-1,4,1,0
50,6,4,1,1,0,4,2,1
51,0,0,1,3,-1,1,1,0
51,1,1,1,0,-1,1,0,0
51,2,1,0,3,-1,2,0,0
51,3,2,0,3,-1,3,0,0
51,4,3,0,1,-1,3,1,0
51,5,3,1,1,-1,3,2,0
51,6,3,2,3,0,4,2,1
52,0,0,1,3,-1,1,1,0
52,1,1,1,0,-1,1,0,0
52,2,1,0,3,-1,2,0,0
52,3,2,0,3,-1,3,0,0
52,4,3,0,3,-1,4,0,0
52,5,4,0,1,-1,4,1,0
52,6,4,1,1,0,4,2,1
53,0,0,1,0,-1,0,0,0
53,1,0,0,3,-1,1,0,0
53,2,1,0,3,-1,2,0,0
53,3,2,0,3,-1,3,0,0
53,4,3,0,1,-1,3,1,0
53,5,3,1,3,-1,4,1,0
53,6,4,1,1,0,4,2,1
54,0,0,1,1,-1,0,2,0
54,1,0,2,2,-1,0,2,0
54,2,0,2,1,-1,0,2,0
54,3,0,2,3,-1,1,2,0
54,4,1,2,3,-1,1,2,0
54,5,1,2,1,-1,1,2,0
54,6,1,2,0,-1,1,1,0
54,7,1,1,0,-1,1,0,0
54,8,1,0,3,-1,2,0,0
54,9,2,0,3,-1,3,0,0
54,10,3,0,1,-1,3,1,0
54,11,3,1,1,-1,3,2,0
54,12,3,2,3,0,4,2,1
55,0,0,1,3,-1,1,1,0
55,1,1,1,0,-1,1,0,0
55,2,1,0,1,-1,1,1,0
55,3,1,1,0,-1,1,0,0
55,4,1,0,3,-1,2,0,0
55,5,2,0,3,-1,3,0,0
55,6,3,0,3,-1,4,0,0
55,7,4,0,1,-1,4,1,0
55,8,4,1,2,-1,3,1,0
55,9,3,1,3,-1,4,1,0
55,10,4,1,1,0,4,2,1
56,0,0,1,0,-1,0,0,0
56,1,0,0,3,-1,1,0,0
56,2,1,0,3,-1,2,0,0
56,3,2,0,3,-1,3,0,0
56,4,3,0,1,-1,3,1,0
56,5,3,1,1,-1,3,2,0
56,6,3,2,3,0,4,2,1
57,0,0,1,3,-1,1,1,0
57,1,1,1,0,-1,1,0,0
57,2,1,0,3,-1,2,0,0
57,3,2,0,3,-1,3,0,0
57,4,3,0,1,-1,3,1,0
57,5,3,1,3,-1,4,1,0
57,6,4,1,0,-1,4,0,0
57,7,4,0,3,-1,4,0,0
57,8,4,0,1,-1,4,1,0
57,9,4,1,1,0,4,2,1
58,0,0,1,0,-1,0,0,0
58,1,0,0,3,-1,1,0,0
58,2,1,0,3,-1,2,0,0
58,3,2,0,3,-1,3,0,0
58,4,3,0,3,-1,4,0,0
58,5,4,0,2,-1,3,0,0
58,6,3,0,1,-1,3,1,0
58,7,3,1,1,-1,3,2,0
58,8,3,2,3,0,4,2,1
59,0,0,1,1,-1,0,2,0
59,1,0,2,2,-1,0,2,0
59,2,0,2,0,-1,0,1,0
59,3,0,1,3,-1,1,1,0
59,4,1,1,1,-1,1,2,0
59,5,1,2,0,-1,1,1,0
59,6,1,1,0,-1,1,0,0
59,7,1,0,3,-1,2,0,0
59,8,2,0,3,-1,3,0,0
59,9,3,0,3,-1,4,0,0
59,10,4,0,1,-1,4,1,0
59,11,4,1,1,0,4,2,1
60,0,0,1,0,-1,0,0,0
60,1,0,0,3,-1,1,0,0
60,2,1,0,3,-1,2,0,0
60,3,2,0,3,-1,3,0,0
60,4,3,0,1,-1,3,1,0
60,5,3,1,3,-1,4,1,0
60,6,4,1,1,0,4,2,1
61,0,0,1,2,-1,0,1,0
61,1,0,1,0,-1,0,0,0
61,2,0,0,3,-1,1,0,0
61,3,1,0,3,-1,2,0,0
61,4,2,0,3,-1,3,0,0
61,5,3,0,0,-1,3,0,0
61,6,3,0,1,-1,3,1,0
61,7,3,1,1,-1,3,2,0
61,8,3,2,3,0,4,2,1
62,0,0,1,3,-1,1,1,0
62,1,1,1,0,-1,1,0,0
62,2,1,0,3,-1,2,0,0
62,3,2,0,3,-1,3,0,0
62,4,3,0,3,-1,4,0,0
62,5,4,0,1,-1,4,1,0
62,6,4,1,1,0,4,2,1
63,0,0,1,0,-1,0,0,0
63,1,0,0,3,-1,1,0,0
63,2,1,0,3,-1,2,0,0
63,3,2,0,3,-1,3,0,0
63,4,3,0,1,-1,3,1,0
63,5,3,1,3,-1,4,1,0
63,6,4,1,1,0,4,2,1
64,0,0,1,3,-1,1,1,0
64,1,1,1,0,-1,1,0,0
64,2,1,0,3,-1,2,0,0
