episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
15,7,4,1,1,0,4,2,1
16,0,0,2,0,-1,0,1,0
16,1,0,1,0,-1,0,0,0
16,2,0,0,3,-1,1,0,0
16,3,1,0,3,-1,2,0,0
16,4,2,0,3,-1,3,0,0
16,5,3,0,1,-1,3,1,0
16,6,3,1,3,-1,4,1,0
16,7,4,1,1,0,4,2,1
17,0,0,2,0,-1,0,1,0
17,1,0,1,0,-1,0,0,0
17,2,0,0,3,-1,1,0,0
17,3,1,0,3,-1,2,0,0
17,4,2,0,3,-1,3,0,0
17,5,3,0,1,-1,3,1,0
17,6,3,1,3,-1,4,1,0
17,7,4,1,1,0,4,2,1
18,0,0,2,0,-1,0,1,0
18,1,0,1,0,-1,0,0,0
18,2,0,0,3,-1,1,0,0
18,3,1,0,3,-1,2,0,0
18,4,2,0,3,-1,3,0,0
18,5,3,0,1,-1,3,1,0
18,6,3,1,3,-1,4,1,0
18,7,4,1,3,-1,4,1,0
18,8,4,1,1,0,4,2,1
19,0,0,2,0,-1,0,1,0
19,1,0,1,0,-1,0,0,0
19,2,0,0,3,-1,1,0,0
19,3,1,0,3,-1,2,0,0
19,4,2,0,3,-1,3,0,0
19,5,3,0,1,-1,3,1,0
19,6,3,1,1,-1,3,2,0
19,7,3,2,3,0,4,2,1
20,0,0,2,0,-1,0,1,0
20,1,0,1,0,-1,0,0,0
20,2,0,0,3,-1,1,0,0
20,3,1,0,3,-1,2,0,0
20,4,2,0,0,-1,2,0,0
20,5,2,0,0,-1,2,0,0
20,6,2,0,3,-1,3,0,0
20,7,3,0,1,-1,3,1,0
20,8,3,1,3,-1,4,1,0
20,9,4,1,1,0,4,2,1
21,0,0,2,0,-1,0,1,0
21,1,0,1,3,-1,1,1,0
21,2,1,1,0,-1,1,0,0
21,3,1,0,3,-1,2,0,0
21,4,2,0,3,-1,3,0,0
21,5,3,0,1,-1,3,1,0
21,6,3,1,3,-1,4,1,0
21,7,4,1,1,0,4,2,1
22,0,0,2,0,-1,0,1,0
22,1,0,1,0,-1,0,0,0
22,2,0,0,3,-1,1,0,0
22,3,1,0,3,-1,2,0,0
22,4,2,0,3,-1,3,0,0
22,5,3,0,1,-1,3,1,0
22,6,3,1,3,-1,4,1,0
22,7,4,1,1,0,4,2,1
23,0,0,2,0,-1,0,1,0
23,1,0,1,0,-1,0,0,0
23,2,0,0,3,-1,1,0,0
23,3,1,0,0,-1,1,0,0
23,4,1,0,3,-1,2,0,0
23,5,2,0,3,-1,3,0,0
23,6,3,0,1,-1,3,1,0
23,7,3,1,3,-1,4,1,0
23,8,4,1,1,0,4,2,1
24,0,0,2,0,-1,0,1,0
24,1,0,1,0,-1,0,0,0
24,2,0,0,3,-1,1,0,0
24,3,1,0,3,-1,2,0,0
24,4,2,0,1,-1,2,0,0
24,5,2,0,3,-1,3,0,0
24,6,3,0,1,-1,3,1,0
24,7,3,1,3,-1,4,1,0
24,8,4,1,1,0,4,2,1
25,0,0,2,0,-1,0,1,0
25,1,0,1,0,-1,0,0,0
25,2,0,0,3,-1,1,0,0
25,3,1,0,3,-1,2,0,0
25,4,2,0,3,-1,3,0,0
25,5,3,0,1,-1,3,1,0
25,6,3,1,3,-1,4,1,0
25,7,4,1,1,0,4,2,1
26,0,0,2,0,-1,0,1,0
26,1,0,1,0,-1,0,0,0
26,2,0,0,3,-1,1,0,0
26,3,1,0,3,-1,2,0,0
26,4,2,0,3,-1,3,0,0
26,5,3,0,1,-1,3,1,0
26,6,3,1,3,-1,4,1,0
26,7,4,1,1,0,4,2,1
27,0,0,2,0,-1,0,1,0
27,1,0,1,0,-1,0,0,0
27,2,0,0,3,-1,1,0,0
27,3,1,0,3,-1,2,0,0
27,4,2,0,3,-1,3,0,0
27,5,3,0,1,-1,3,1,0
27,6,3,1,3,-1,4,1,0
27,7,4,1,1,0,4,2,1
28,0,0,2,0,-1,0,1,0
28,1,0,1,0,-1,0,0,0
28,2,0,0,3,-1,1,0,0
28,3,1,0,3,-1,2,0,0
28,4,2,0,2,-1,1,0,0
28,5,1,0,3,-1,2,0,0
28,6,2,0,3,-1,3,0,0
28,7,3,0,1,-1,3,1,0
28,8,3,1,3,-1,4,1,0
28,9,4,1,1,0,4,2,1
29,0,0,2,0,-1,0,1,0
29,1,0,1,0,-1,0,0,0
29,2,0,0,3,-1,1,0,0
29,3,1,0,3,-1,2,0,0
29,4,2,0,3,-1,3,0,0
29,5,3,0,1,-1,3,1,0
29,6,3,1,3,-1,4,1,0
29,7,4,1,1,0,4,2,1
30,0,0,2,0,-1,0,1,0
30,1,0,1,2,-1,0,1,0
30,2,0,1,0,-1,0,0,0
30,3,0,0,3,-1,1,0,0
30,4,1,0,3,-1,2,0,0
30,5,2,0,3,-1,3,0,0
30,6,3,0,1,-1,3,1,0
30,7,3,1,3,-1,4,1,0
30,8,4,1,1,0,4,2,1
31,0,0,2,0,-1,0,1,0
31,1,0,1,0,-1,0,0,0
31,2,0,0,3,-1,1,0,0
31,3,1,0,3,-1,2,0,0
31,4,2,0,3,-1,3,0,0
31,5,3,0,1,-1,3,1,0
31,6,3,1,3,-1,4,1,0
31,7,4,1,1,0,4,2,1
32,0,0,2,0,-1,0,1,0
32,1,0,1,0,-1,0,0,0
32,2,0,0,3,-1,1,0,0
32,3,1,0,3,-1,2,0,0
32,4,2,0,3,-1,3,0,0
32,5,3,0,1,-1,3,1,0
32,6,3,1,3,-1,4,1,0
32,7,4,1,1,0,4,2,1
33,0,0,2,0,-1,0,1,0
33,1,0,1,2,-1,0,1,0
33,2,0,1,0,-1,0,0,0
33,3,0,0,3,-1,1,0,0
33,4,1,0,3,-1,2,0,0
33,5,2,0,3,-1,3,0,0
33,6,3,0,1,-1,3,1,0
33,7,3,1,3,-1,4,1,0
33,8,4,1,1,0,4,2,1
34,0,0,2,0,-1,0,1,0
34,1,0,1,0,-1,0,0,0
34,2,0,0,3,-1,1,0,0
34,3,1,0,3,-1,2,0,0
34,4,2,0,3,-1,3,0,0
34,5,3,0,1,-1,3,1,0
34,6,3,1,0,-1,3,0,0
34,7,3,0,1,-1,3,1,0
34,8,3,1,3,-1,4,1,0
34,9,4,1,1,0,4,2,1
35,0,0,2,0,-1,0,1,0
35,1,0,1,0,-1,0,0,0
35,2,0,0,3,-1,1,0,0
35,3,1,0,3,-1,2,0,0
35,4,2,0,0,-1,2,0,0
35,5,2,0,3,-1,3,0,0
35,6,3,0,1,-1,3,1,0
35,7,3,1,3,-1,4,1,0
35,8,4,1,1,0,4,2,1
36,0,0,2,0,-1,0,1,0
36,1,0,1,0,-1,0,0,0
36,2,0,0,3,-1,1,0,0
36,3,1,0,3,-1,2,0,0
36,4,2,0,3,-1,3,0,0
36,5,3,0,1,-1,3,1,0
36,6,3,1,2,-1,3,1,0
36,7,3,1,3,-1,4,1,0
36,8,4,1,1,0,4,2,1
37,0,0,2,0,-1,0,1,0
37,1,0,1,0,-1,0,0,0
37,2,0,0,3,-1,1,0,0
37,3,1,0,3,-1,2,0,0
37,4,2,0,3,-1,3,0,0
37,5,3,0,1,-1,3,1,0
37,6,3,1,1,-1,3,2,0
37,7,3,2,3,0,4,2,1
38,0,0,2,0,-1,0,1,0
38,1,0,1,0,-1,0,0,0
38,2,0,0,3,-1,1,0,0
38,3,1,0,3,-1,2,0,0
38,4,2,0,3,-1,3,0,0
38,5,3,0,1,-1,3,1,0
38,6,3,1,3,-1,4,1,0
38,7,4,1,1,0,4,2,1
39,0,0,2,0,-1,0,1,0
39,1,0,1,0,-1,0,0,0
39,2,0,0,3,-1,1,0,0
39,3,1,0,3,-1,2,0,0
39,4,2,0,3,-1,3,0,0
39,5,3,0,1,-1,3,1,0
39,6,3,1,3,-1,4,1,0
39,7,4,1,1,0,4,2,1
40,0,0,2,0,-1,0,1,0
40,1,0,1,0,-1,0,0,0
40,2,0,0,1,-1,0,1,0
40,3,0,1,0,-1,0,0,0
40,4,0,0,3,-1,1,0,0
40,5,1,0,3,-1,2,0,0
40,6,2,0,3,-1,3,0,0
40,7,3,0,3,-1,4,0,0
40,8,4,0,1,-1,4,1,0
40,9,4,1,1,0,4,2,1
41,0,0,2,0,-1,0,1,0
41,1,0,1,0,-1,0,0,0
41,2,0,0,3,-1,1,0,0
41,3,1,0,3,-1,2,0,0
41,4,2,0,3,-1,3,0,0
41,5,3,0,1,-1,3,1,0
41,6,3,1,3,-1,4,1,0
41,7,4,1,1,0,4,2,1
42,0,0,2,3,-1,1,2,0
42,1,1,2,0,-1,1,1,0
42,2,1,1,0,-1,1,0,0
42,3,1,0,3,-1,2,0,0
42,4,2,0,3,-1,3,0,0
42,5,3,0,1,-1,3,1,0
42,6,3,1,3,-1,4,1,0
42,7,4,1,2,-1,3,1,0
42,8,3,1,3,-1,4,1,0
42,9,4,1,1,0,4,2,1
43,0,0,2,0,-1,0,1,0
43,1,0,1,0,-1,0,0,0
43,2,0,0,3,-1,1,0,0
43,3,1,0,3,-1,2,0,0
43,4,2,0,3,-1,3,0,0
43,5,3,0,1,-1,3,1,0
43,6,3,1,0,-1,3,0,0
43,7,3,0,1,-1,3,1,0
43,8,3,1,3,-1,4,1,0
43,9,4,1,1,0,4,2,1
44,0,0,2,0,-1,0,1,0
44,1,0,1,0,-1,0,0,0
44,2,0,0,2,-1,0,0,0
44,3,0,0,3,-1,1,0,0
44,4,1,0,3,-1,2,0,0
44,5,2,0,1,-1,2,0,0
44,6,2,0,3,-1,3,0,0
44,7,3,0,1,-1,3,1,0
44,8,3,1,3,-1,4,1,0
44,9,4,1,1,0,4,2,1
45,0,0,2,0,-1,0,1,0
45,1,0,1,0,-1,0,0,0
45,2,0,0,3,-1,1,0,0
45,3,1,0,3,-1,2,0,0
45,4,2,0,3,-1,3,0,0
45,5,3,0,0,-1,3,0,0
45,6,3,0,1,-1,3,1,0
45,7,3,1,3,-1,4,1,0
45,8,4,1,1,0,4,2,1
46,0,0,2,0,-1,0,1,0
46,1,0,1,0,-1,0,0,0
46,2,0,0,3,-1,1,0,0
46,3,1,0,3,-1,2,0,0
46,4,2,0,3,-1,3,0,0
46,5,3,0,1,-1,3,1,0
46,6,3,1,3,-1,4,1,0
46,7,4,1,1,0,4,2,1
47,0,0,2,0,-1,0,1,0
47,1,0,1,0,-1,0,0,0
47,2,0,0,3,-1,1,0,0
47,3,1,0,3,-1,2,0,0
47,4,2,0,3,-1,3,0,0
47,5,3,0,1,-1,3,1,0
47,6,3,1,3,-1,4,1,0
47,7,4,1,1,0,4,2,1
48,0,0,2,0,-1,0,1,0
48,1,0,1,0,-1,0,0,0
48,2,0,0,3,-1,1,0,0
48,3,1,0,3,-1,2,0,0
48,4,2,0,3,-1,3,0,0
48,5,3,0,1,-1,3,1,0
48,6,3,1,3,-1,4,1,0
48,7,4,1,3,-1,4,1,0
48,8,4,1,1,0,4,2,1
49,0,0,2,0,-1,0,1,0
49,1,0,1,0,-1,0,0,0
49,2,0,0,3,-1,1,0,0
49,3,1,0,3,-1,2,0,0
49,4,2,0,3,-1,3,0,0
49,5,3,0,1,-1,3,1,0
49,6,3,1,3,-1,4,1,0
49,7,4,1,1,0,4,2,1
50,0,0,2,0,-1,0,1,0
50,1,0,1,0,-1,0,0,0
50,2,0,0,3,-1,1,0,0
50,3,1,0,3,-1,2,0,0
50,4,2,0,3,-1,3,0,0
50,5,3,0,1,-1,3,1,0
50,6,3,1,3,-1,4,1,0
50,7,4,1,1,0,4,2,1
51,0,0,2,0,-1,0,1,0
51,1,0,1,0,-1,0,0,0
51,2,0,0,3,-1,1,0,0
51,3,1,0,3,-1,2,0,0
51,4,2,0,1,-1,2,0,0
51,5,2,0,3,-1,3,0,0
51,6,3,0,1,-1,3,1,0
51,7,3,1,3,-1,4,1,0
51,8,4,1,1,0,4,2,1
52,0,0,2,0,-1,0,1,0
52,1,0,1,1,-1,0,2,0
52,2,0,2,0,-1,0,1,0
52,3,0,1,0,-1,0,0,0
52,4,0,0,0,-1,0,0,0
52,5,0,0,3,-1,1,0,0
52,6,1,0,3,-1,2,0,0
52,7,2,0,3,-1,3,0,0
52,8,3,0,1,-1,3,1,0
52,9,3,1,3,-1,4,1,0
52,10,4,1,1,0,4,2,1
53,0,0,2,0,-1,0,1,0
53,1,0,1,0,-1,0,0,0
53,2,0,0,3,-1,1,0,0
53,3,1,0,3,-1,2,0,0
53,4,2,0,3,-1,3,0,0
53,5,3,0,1,-1,3,1,0
53,6,3,1,3,-1,4,1,0
53,7,4,1,1,0,4,2,1
54,0,0,2,1,-1,0,2,0
54,1,0,2,0,-1,0,1,0
54,2,0,1,0,-1,0,0,0
54,3,0,0,3,-1,1,0,0
54,4,1,0,1,-1,1,1,0
54,5,1,1,0,-1,1,0,0
54,6,1,0,3,-1,2,0,0
54,7,2,0,3,-1,3,0,0
54,8,3,0,1,-1,3,1,0
54,9,3,1,3,-1,4,1,0
54,10,4,1,1,0,4,2,1
55,0,0,2,0,-1,0,1,0
55,1,0,1,0,-1,0,0,0
55,2,0,0,3,-1,1,0,0
55,3,1,0,3,-1,2,0,0
55,4,2,0,3,-1,3,0,0
55,5,3,0,1,-1,3,1,0
55,6,3,1,3,-1,4,1,0
55,7,4,1,1,0,4,2,1
56,0,0,2,0,-1,0,1,0
56,1,0,1,0,-1,0,0,0
56,2,0,0,3,-1,1,0,0
56,3,1,0,3,-1,2,0,0
56,4,2,0,3,-1,3,0,0
56,5,3,0,1,-1,3,1,0
56,6,3,1,3,-1,4,1,0
56,7,4,1,1,0,4,2,1
57,0,0,2,0,-1,0,1,0
57,1,0,1,1,-1,0,2,0
57,2,0,2,0,-1,0,1,0
57,3,0,1,0,-1,0,0,0
57,4,0,0,3,-1,1,0,0
57,5,1,0,3,-1,2,0,0
57,6,2,0,3,-1,3,0,0
57,7,3,0,2,-1,2,0,0
57,8,2,0,3,-1,3,0,0
57,9,3,0,1,-1,3,1,0
57,10,3,1,3,-1,4,1,0
57,11,4,1,1,0,4,2,1
58,0,0,2,0,-1,0,1,0
58,1,0,1,0,-1,0,0,0
58,2,0,0,3,-1,1,0,0
58,3,1,0,3,-1,2,0,0
58,4,2,0,0,-1,2,0,0
58,5,2,0,3,-1,3,0,0
58,6,3,0,1,-1,3,1,0
58,7,3,1,3,-1,4,1,0
58,8,4,1,1,0,4,2,1
59,0,0,2,0,-1,0,1,0
59,1,0,1,0,-1,0,0,0
59,2,0,0,3,-1,1,0,0
59,3,1,0,3,-1,2,0,0
59,4,2,0,3,-1,3,0,0
59,5,3,0,1,-1,3,1,0
59,6,3,1,3,-1,4,1,0
59,7,4,1,1,0,4,2,1
60,0,0,2,1,-1,0,2,0
60,1,0,2,0,-1,0,1,0
60,2,0,1,0,-1,0,0,0
60,3,0,0,1,-1,0,1,0
60,4,0,1,0,-1,0,0,0
60,5,0,0,3,-1,1,0,0
60,6,1,0,3,-1,2,0,0
60,7,2,0,3,-1,3,0,0
60,8,3,0,1,-1,3,1,0
60,9,3,1,3,-1,4,1,0
60,10,4,1,1,0,4,2,1
61,0,0,2,0,-1,0,1,0
61,1,0,1,0,-1,0,0,0
61,2,0,0,3,-1,1,0,0
61,3,1,0,3,-1,2,0,0
61,4,2,0,3,-1,3,0,0
61,5,3,0,1,-1,3,1,0
61,6,3,1,3,-1,4,1,0
61,7,4,1,1,0,4,2,1
62,0,0,2,0,-1,0,1,0
62,1,0,1,0,-1,0,0,0
62,2,0,0,3,-1,1,0,0
62,3,1,0,3,-1,2,0,0
62,4,2,0,3,-1,3,0,0
62,5,3,0,1,-1,3,1,0
62,6,3,1,3,-1,4,1,0
62,7,4,1,1,0,4,2,1
63,0,0,2,0,-1,0,1,0
63,1,0,1,0,-1,0,0,0
63,2,0,0,3,-1,1,0,0
63,3,1,0,3,-1,2,0,0
63,4,2,0,3,-1,3,0,0
63,5,3,0,1,-1,3,1,0
63,6,3,1,3,-1,4,1,0
63,7,4,1,1,0,4,2,1
64,0,0,2,0,-1,0,1,0
64,1,0,1,0,-1,0,0,0
64,2,0,0,3,-1,1,0,0
64,3,1,0,2,-1,0,0,0
64,4,0,0,3,-1,1,0,0
64,5,1,0,3,-1,2,0,0
64,6,2,0,3,-1,3,0,0
64,7,3,0,1,-1,3,1,0
64,8,3,1,3,-1,4,1,0
64,9,4,1,1,0,4,2,1
65,0,0,2,0,-1,0,1,0
65,1,0,1,0,-1,0,0,0
65,2,0,0,3,-1,1,0,0
65,3,1,0,3,-1,2,0,0
65,4,2,0,3,-1,3,0,0
65,5,3,0,1,-1,3,1,0
65,6,3,1,3,-1,4,1,0
65,7,4,1,1,0,4,2,1
66,0,0,2,0,-1,0,1,0
66,1,0,1,0,-1,0,0,0
66,2,0,0,1,-1,0,1,0
66,3,0,1,0,-1,0,0,0
66,4,0,0,3,-1,1,0,0
66,5,1,0,3,-1,2,0,0
66,6,2,0,3,-1,3,0,0
66,7,3,0,1,-1,3,1,0
66,8,3,1,3,-1,4,1,0
66,9,4,1,1,0,4,2,1
67,0,0,2,0,-1,0,1,0
67,1,0,1,0,-1,0,0,0
67,2,0,0,3,-1,1,0,0
67,3,1,0,1,-1,1,1,0
67,4,1,1,0,-1,1,0,0
67,5,1,0,3,-1,2,0,0
67,6,2,0,3,-1,3,0,0
67,7,3,0,0,-1,3,0,0
67,8,3,0,1,-1,3,1,0
67,9,3,1,3,-1,4,1,0
67,10,4,1,1,0,4,2,1
68,0,0,2,0,-1,0,1,0
68,1,0,1,0,-1,0,0,0
68,2,0,0,3,-1,1,0,0
68,3,1,0,3,-1,2,0,0
68,4,2,0,3,-1,3,0,0
68,5,3,0,1,-1,3,1,0
68,6,3,1,3,-1,4,1,0
68,7,4,1,1,0,4,2,1
69,0,0,2,0,-1,0,1,0
69,1,0,1,0,-1,0,0,0
69,2,0,0,3,-1,1,0,0
69,3,1,0,3,-1,2,0,0
69,4,2,0,3,-1,3,0,0
69,5,3,0,1,-1,3,1,0
69,6,3,1,3,-1,4,1,0
69,7,4,1,1,0,4,2,1
70,0,0,2,0,-1,0,1,0
70,1,0,1,0,-1,0,0,0
70,2,0,0,3,-1,1,0,0
70,3,1,0,3,-1,2,0,0
70,4,2,0,3,-1,3,0,0
70,5,3,0,1,-1,3,1,0
70,6,3,1,3,-1,4,1,0
70,7,4,1,1,0,4,2,1
71,0,0,2,0,-1,0,1,0
71,1,0,1,0,-1,0,0,0
71,2,0,0,3,-1,1,0,0
71,3,1,0,3,-1,2,0,0
71,4,2,0,3,-1,3,0,0
71,5,3,0,1,-1,3,1,0
71,6,3,1,3,-1,4,1,0
71,7,4,1,1,0,4,2,1
72,0,0,2,3,-1,1,2,0
72,1,1,2,0,-1,1,1,0
72,2,1,1,0,-1,1,0,0
72,3,1,0,3,-1,2,0,0
72,4,2,0,3,-1,3,0,0
72,5,3,0,1,-1,3,1,0
72,6,3,1,3,-1,4,1,0
72,7,4,1,1,0,4,2,1
73,0,0,2,1,-1,0,2,0
73,1,0,2,0,-1,0,1,0
73,2,0,1,0,-1,0,0,0
73,3,0,0,3,-1,1,0,0
73,4,1,0,1,-1,1,1,0
73,5,1,1,0,-1,1,0,0
73,6,1,0,3,-1,2,0,0
73,7,2,0,3,-1,3,0,0
73,8,3,0,1,-1,3,1,0
73,9,3,1,3,-1,4,1,0
73,10,4,1,1,0,4,2,1
74,0,0,2,0,-1,0,1,0
74,1,0,1,0,-1,0,0,0
74,2,0,0,3,-1,1,0,0
74,3,1,0,3,-1,2,0,0
74,4,2,0,3,-1,3,0,0
74,5,3,0,1,-1,3,1,0
74,6,3,1,3,-1,4,1,0
74,7,4,1,1,0,4,2,1
75,0,0,2,0,-1,0,1,0
75,1,0,1,0,-1,0,0,0
75,2,0,0,3,-1,1,0,0
75,3,1,0,3,-1,2,0,0
75,4,2,0,3,-1,3,0,0
75,5,3,0,1,-1,3,1,0
75,6,3,1,3,-1,4,1,0
75,7,4,1,1,0,4,2,1
76,0,0,2,0,-1,0,1,0
76,1,0,1,3,-1,1,1,0
76,2,1,1,0,-1,1,0,0
76,3,1,0,3,-1,2,0,0
76,4,2,0,3,-1,3,0,0
76,5,3,0,1,-1,3,1,0
76,6,3,1,3,-1,4,1,0
76,7,4,1,1,0,4,2,1
77,0,0,2,0,-1,0,1,0
77,1,0,1,1,-1,0,2,0
77,2,0,2,0,-1,0,1,0
77,3,0,1,0,-1,0,0,0
77,4,0,0,3,-1,1,0,0
77,5,1,0,3,-1,2,0,0
77,6,2,0,3,-1,3,0,0
77,7,3,0,1,-1,3,1,0
77,8,3,1,3,-1,4,1,0
77,9,4,1,1,0,4,2,1
78,0,0,2,0,-1,0,1,0
78,1,0,1,0,-1,0,0,0
78,2,0,0,3,-1,1,0,0
78,3,1,0,3,-1,2,0,0
78,4,2,0,3,-1,3,0,0
78,5,3,0,2,-1,2,0,0
78,6,2,0,3,-1,3,0,0
78,7,3,0,1,-1,3,1,0
78,8,3,1,2,-1,3,1,0
78,9,3,1,3,-1,4,1,0
78,10,4,1,1,0,4,2,1
79,0,0,2,0,-1,0,1,0
79,1,0,1,0,-1,0,0,0
79,2,0,0,3,-1,1,0,0
79,3,1,0,3,-1,2,0,0
79,4,2,0,3,-1,3,0,0
79,5,3,0,1,-1,3,1,0
79,6,3,1,3,-1,4,1,0
79,7,4,1,1,0,4,2,1
80,0,0,2,0,-1,0,1,0
80,1,0,1,0,-1,0,0,0
80,2,0,0,3,-1,1,0,0
80,3,1,0,3,-1,2,0,0
80,4,2,0,3,-1,3,0,0
80,5,3,0,1,-1,3,1,0
80,6,3,1,3,-1,4,1,0
80,7,4,1,1,0,4,2,1
81,0,0,2,0,-1,0,1,0
81,1,0,1,0,-1,0,0,0
81,2,0,0,3,-1,1,0,0
81,3,1,0,3,-1,2,0,0
81,4,2,0,1,-1,2,0,0
81,5,2,0,3,-1,3,0,0
81,6,3,0,1,-1,3,1,0
81,7,3,1,3,-1,4,1,0
81,8,4,1,1,0,4,2,1
82,0,0,2,0,-1,0,1,0
82,1,0,1,0,-1,0,0,0
82,2,0,0,3,-1,1,0,0
82,3,1,0,3,-1,2,0,0
82,4,2,0,3,-1,3,0,0
82,5,3,0,1,-1,3,1,0
82,6,3,1,3,-1,4,1,0
82,7,4,1,1,0,4,2,1
